id,name
C271,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus"
C2710,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus"
C272,Manufacture of batteries and accumulators
C2720,Manufacture of batteries and accumulators
C273,Manufacture of wiring and wiring devices
C2731,Manufacture of fibre optic cables
C2732,Manufacture of other electronic and electric wires and cables
C2733,Manufacture of wiring devices
C274,Manufacture of electric lighting equipment
C2740,Manufacture of electric lighting equipment
C275,Manufacture of domestic appliances
C2750,Manufacture of domestic appliances
C279,Manufacture of other electrical equipment
C2790,Manufacture of other electrical equipment
C28_33,Manufacture of machinery and equipment n. e. c. and repair and installation activities
C28,Manufacture of machinery and equipment n.e.c.
C281,Manufacture of general-purpose machinery
C2811,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
C2812,Manufacture of fluid power equipment
C2813,"Manufacture of other pumps, compressors, taps and valves"
C2814,"Manufacture of bearings, gears, gearing and driving elements"
C2815,"Manufacture of ovens, furnaces and furnace burners"
C2816,Manufacture of lifting and handling equipment
C2817,Manufacture of office machinery and equipment (except computers and peripheral equipment)
C2818,Manufacture of power-driven hand tools
C2819,Manufacture of other general-purpose machinery
C282,Manufacture of special-purpose machinery
C2821,Manufacture of agricultural and forestry machinery
C2822,Manufacture of metal-forming machinery and machine tools
C2823,Manufacture of machinery for metallurgy
C2824,"Manufacture of machinery for mining, quarrying and construction"
C2825,"Manufacture of machinery for food, beverage and tobacco processing"
C2826,"Manufacture of machinery for textile, apparel and leather production"
C2829,Manufacture of other special-purpose machinery
C29_30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment"
C29T33,"Manufacture of motor vehicles, other transport equipment, furniture, other manufacturing, repair and installation of machinery and equipment"
C29,"Manufacture of motor vehicles, trailers and semi-trailers"
C291,Manufacture of motor vehicles
C2910,Manufacture of motor vehicles
C292,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers
C2920,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers
C293,Manufacture of parts and accessories for motor vehicles
C2930,Manufacture of parts and accessories for motor vehicles
C30,Manufacture of other transport equipment
C30X301,"Manufacture of Railroad equipment, aircrafts, military fighting vehicles and other transport equipment n.e.c"
C301,Building of ships and boats
C3011,Building of ships and floating structures
C3012,Building of pleasure and sporting boats
C302_309,Railroad equipment and transport equipment n.e.c.
C302,Manufacture of railway locomotives and rolling stock
C3020,Manufacture of railway locomotives and rolling stock
C303,Manufacture of air and spacecraft and related machinery
C3030,Manufacture of air and spacecraft and related machinery
C304,Manufacture of military fighting vehicles
C3040,Manufacture of military fighting vehicles
C309,Manufacture of transport equipment n.e.c.
C3091,Manufacture of motorcycles
C3092,Manufacture of bicycles and invalid carriages
C3099,Manufacture of other transport equipment n.e.c.
C31_32,Manufacture of furniture; other manufacturing
C31T33,"Manufacture of furniture; jewellery, musical instruments, toys, etc.; repair and installation of machinery and equipment"
C31,Manufacture of furniture
C310,Manufacture of furniture
C3100,Manufacture of furniture
C32,Other manufacturing
C32X325,Other manufacturing except medical and dental instruments and supplies
C321,"Manufacture of jewellery, bijouterie and related articles"
C3211,Manufacture of jewellery and related articles
C3212,Manufacture of imitation jewellery and related articles
C322,Manufacture of musical instruments
C3220,Manufacture of musical instruments
C323,Manufacture of sports goods
C3230,Manufacture of sports goods
C324,Manufacture of games and toys
C3240,Manufacture of games and toys
C325,Manufacture of medical and dental instruments and supplies
C3250,Manufacture of medical and dental instruments and supplies
C329,Other manufacturing n.e.c.
C3290,Other manufacturing n.e.c.
C33,Repair and installation of machinery and equipment
C331,"Repair of fabricated metal products, machinery and equipment"
C3311,Repair of fabricated metal products
C3312,Repair of machinery
C3313,Repair of electronic and optical equipment
C3314,Repair of electrical equipment
C3315,"Repair of transport equipment, except motor vehicles"
C3319,Repair of other equipment
C332,Installation of industrial machinery and equipment
C3320,Installation of industrial machinery and equipment
C_X,Manufacturing - Non specified
D_E,"Electricity, gas, steam and air conditioning supply; Water supply; sewerage, waste management and remediation activities"
DTF,"Electricity, gas, steam; water supply; and construction"
D35_E36,"Electricity, gas, steam and air conditioning supply; water collection, treatment and supply"
D,"Electricity, gas, steam and air conditioning supply"
D35,"Electricity, gas, steam and air conditioning supply"
D351,"Electric power generation, transmission and distribution"
D3510,"Electric power generation, transmission and distribution"
D351A_351B,Electric power generation
D351A,Electric power generation from non-renewable-energy sources
D351B,Electric power generation from renewable-energy sources
D351C,Electric power transmission and distribution activities
D352,Manufacture of gas; distribution of gaseous fuels through mains
D3520,Manufacture of gas; distribution of gaseous fuels through mains
D353,Steam and air conditioning supply
D3530,Steam and air conditioning supply
D_X,"Electricity, gas, steam and air conditioning supply - Non specified"
ETU,Water supply; Construction; Services
E,"Water supply; sewerage, waste management and remediation activities"
E36,"Water collection, treatment and supply"
E360,"Water collection, treatment and supply"
E3600,"Water collection, treatment and supply"
E37T39,"Sewerage, waste management, remediation activities"
E37,Sewerage
E370,Sewerage
E3700,Sewerage
E38,"Waste collection, treatment and disposal activities; materials recovery"
E381,Waste collection
E3811,Collection of non-hazardous waste
E3812,Collection of hazardous waste
E382,Waste treatment and disposal
E3821,Treatment and disposal of non-hazardous waste
E3822,Treatment and disposal of hazardous waste
E383,Materials recovery
E3830,Materials recovery
E39,Remediation activities and other waste management services
E390,Remediation activities and other waste management services
